Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two
Aai's Kitchen,https://www.zomato.com/pune/aais-kitchen-hinjawadi,Hinjawadi,0,"North Indian, Chinese",
Khuraak Foods Pure Veg,https://www.zomato.com/pune/khuraak-foods-pure-veg-kharadi,Kharadi,0,"Chinese, North Indian, Fast Food",550
Renuka's Non Veg,https://www.zomato.com/pune/renukas-non-veg-warje,Warje,0,Maharashtrian,200
SP Restro,https://www.zomato.com/pune/sp-restro-wagholi,Wagholi,0,North Indian,300
The Spicy Herbs,https://www.zomato.com/pune/the-spicy-herbs-hadapsar,Hadapsar,0,"Chinese, Pizza, Fast Food",
Master Chef,https://www.zomato.com/pune/master-chef-wagholi,Wagholi,0,"Rolls, North Indian, Street Food",
Frizzle Restaurant,https://www.zomato.com/pune/frizzle-restaurant-pimpri,Pimpri Chinchwad Area,0,Fast Food,
Punjabi Mess,https://www.zomato.com/pune/punjabi-mess-viman-nagar,Viman Nagar,0,North Indian,250
Creative Food Catering,https://www.zomato.com/pune/creative-food-catering-lonavala,Lonavala,0,"Biryani, North Indian, Mughlai",600
Delicious Delights,https://www.zomato.com/pune/delicious-delights-kothrud,Kothrud,0,"Chinese, Fast Food",300
Zahra Cakes,https://www.zomato.com/pune/zahra-cakes-koregaon-park,Koregaon Park,0,"Bakery, Desserts",550
Cafe Andra,https://www.zomato.com/pune/cafe-andra-katraj,Katraj,0,South Indian,100
Ambe  Snacks Centre,https://www.zomato.com/pune/ambe-snacks-centre-viman-nagar,Viman Nagar,0,Street Food,150
Shivratna,https://www.zomato.com/pune/shivratna-mahalunge,Mahalunge,0,"Chinese, North Indian",800
Sandwich King,https://www.zomato.com/pune/sandwich-king-aundh,Aundh,3.3,Sandwich,
JB Cafe,https://www.zomato.com/pune/jb-cafe-kondhwa,Kondhwa,0,Fast Food,150
Eat It,https://www.zomato.com/pune/eat-it-sinhgad-road,Sinhgad Road,3.1,"North Indian, Fast Food, Beverages",500
Shree Krishna Dabeli & Burger,https://www.zomato.com/pune/shree-krishna-dabeli-burger-pimple-saudagar,Pimple Saudagar,0,Street Food,150
Hotel Prerna,https://www.zomato.com/pune/hotel-prerna-kothrud,Kothrud,0,Maharashtrian,250
Tummy Treats,https://www.zomato.com/pune/tummy-treats-kharadi,Kharadi,0,South Indian,200
Jeevan Tea Center,https://www.zomato.com/pune/jeevan-tea-center-warje,Warje,0,"Beverages, Street Food",100
Chinese Addicted,https://www.zomato.com/pune/chinese-addicted-wakad,Wakad,3.1,Chinese,300
Chinese Junction,https://www.zomato.com/pune/chinese-junction-wakad,Wakad,3.1,"Chinese, Fast Food",200
Shreeji Ice Cream,https://www.zomato.com/pune/shreeji-ice-cream-dhankawadi,Dhankawadi,0,"Ice Cream, Beverages",150
Small Hunger,https://www.zomato.com/pune/small-hunger-kothrud,Kothrud,0,Fast Food,
SK Meal Home,https://www.zomato.com/pune/sk-meal-home-karve-nagar,Karve Nagar,3.6,"North Indian, Chinese, Fast Food, Maharashtrian",
Creamz Masterz,https://www.zomato.com/pune/creamz-masterz-lonavala,Lonavala,0,Fast Food,200
Alfa Q Restaurant,https://www.zomato.com/pune/alfa-q-restaurant-kharadi,Kharadi,0,"North Indian, Chinese",600
Spicy Affairs,https://www.zomato.com/pune/spicy-affairs-sadashiv-peth,Sadashiv Peth,3.1,"Fast Food, Chinese",300
Nivis Paratha,https://www.zomato.com/pune/nivis-paratha-1-wakad,Wakad,0,North Indian,
Kitchen Affairs,https://www.zomato.com/pune/kitchen-affairs-sadashiv-peth,Sadashiv Peth,0,"North Indian, Chinese",
Sairup Hill Family Restaurant,https://www.zomato.com/pune/sairup-hill-family-restaurant-hadapsar,Hadapsar,0,"North Indian, Chinese",1000
Aksh Cakes,https://www.zomato.com/pune/aksh-cakes-pimple-saudagar,Pimple Saudagar,0,Bakery,400
Bunwich Central,https://www.zomato.com/pune/bunwich-central-lohegaon,Lohegaon,0,Fast Food,200
Roll Baby Roll,https://www.zomato.com/pune/roll-baby-roll-kharadi,Kharadi,0,Rolls,
Creamz Masters,https://www.zomato.com/pune/creamz-masters-lonavala,Lonavala,0,"Cafe, Fast Food",200
Quenchers by Barista,https://www.zomato.com/pune/quenchers-by-barista-pimple-saudagar,Pimple Saudagar,0,"Beverages, Desserts",
Only Eggs-Eggsclusive,https://www.zomato.com/pune/only-eggs-eggsclusive-viman-nagar,Viman Nagar,0,Fast Food,
Hotel Daawat-E-Punjab Veg Non-Veg,https://www.zomato.com/pune/hotel-daawat-e-punjab-veg-non-veg-hadapsar,Hadapsar,0,"North Indian, Chinese",500
Ayushi Restaurant,https://www.zomato.com/pune/ayushi-restaurant-bavdhan,Bavdhan,3.1,"North Indian, Fast Food",200
Ek Omkar,https://www.zomato.com/pune/ek-omkar-aundh,Aundh,0,North Indian,
Kokan Food Veg Non-Veg,https://www.zomato.com/pune/kokan-food-veg-non-veg-talegaon,Talegaon,0,"Malwani, Seafood",300
Punjab Express,https://www.zomato.com/pune/punjab-express-kharadi,Kharadi,0,North Indian,400
Balaji Bhel And Snacks Center,https://www.zomato.com/pune/balaji-bhel-and-snacks-center-kothrud,Kothrud,0,"Maharashtrian, Street Food",100
Shri Sai Chatra Snacks Center,https://www.zomato.com/pune/shri-sai-chatra-snacks-center-sinhgad-road,Sinhgad Road,0,Fast Food,300
Shrisha's Kitchen,https://www.zomato.com/pune/shrishas-kitchen-pashan,Pashan,0,"North Indian, Street Food",
Hotel Shivam,https://www.zomato.com/pune/hotel-shivam-hinjawadi,Hinjawadi,3.1,"North Indian, Maharashtrian",450
Mo Combo,https://www.zomato.com/pune/mo-combo-lohegaon,Lohegaon,0,"Fast Food, Sandwich",300
New Rajdhani Caterers,https://www.zomato.com/pune/new-rajdhani-caterers-aundh,Aundh,0,Biryani,
Hotel Gurudev,https://www.zomato.com/pune/hotel-gurudev-kharadi,Kharadi,0,North Indian,200
Pragati Restaurant,https://www.zomato.com/pune/pragati-restaurant-lohegaon,Lohegaon,3.2,"North Indian, Chinese, Maharashtrian",400
Maharashtra Chinese and Biryani House,https://www.zomato.com/pune/maharashtra-chinese-and-biryani-house-mahalunge,Mahalunge,0,Chinese,300
Heritage Biryani,https://www.zomato.com/pune/heritage-biryani-khadki,Khadki,0,Biryani,
Mahalaxmi Caterers,https://www.zomato.com/pune/mahalaxmi-caterers-2-wagholi,Wagholi,0,Chinese,250
Hotel New Pallavi,https://www.zomato.com/pune/hotel-new-pallavi-kothrud,Kothrud,0,"North Indian, Fast Food",250
Lucky Chinese And Snacks Center,https://www.zomato.com/pune/lucky-chinese-and-snacks-center-kondhwa,Kondhwa,0,Chinese,300
Bubbles Cafe,https://www.zomato.com/pune/bubbles-cafe-wadgaon-sheri,Wadgaon Sheri,0,"Fast Food, Beverages",200
Urban Meals,https://www.zomato.com/pune/urban-meals-aundh,Aundh,0,"North Indian, Biryani, Fast Food",
Taste Of Tikka,https://www.zomato.com/pune/taste-of-tikka-ravet,Pimpri Chinchwad Area,0,"Kebab, Fast Food",
Shree Sadguru Snacks Center,https://www.zomato.com/pune/shree-sadguru-snacks-center-rasta-peth,Rasta Peth,0,Fast Food,
Bunwich Central,https://www.zomato.com/pune/bunwich-central-kharadi,Kharadi,0,Fast Food,250
Veggie Treat,https://www.zomato.com/pune/veggie-treat-hadapsar,Hadapsar,0,"North Indian, Chinese",250
The Noon Kitchen,https://www.zomato.com/pune/the-noon-kitchen-kondhwa,Kondhwa,0,"North Indian, Chinese",200
Hotel Kishan Kanhaiyya,https://www.zomato.com/pune/hotel-kishan-kanhaiyya-talegaon,Talegaon,0,North Indian,250
Indrayani Cafe,https://www.zomato.com/pune/indrayani-cafe-talegaon,Talegaon,0,South Indian,150
Vintage Thali,https://www.zomato.com/pune/vintage-thali-mundhwa,Mundhwa,0,North Indian,
Aapla Corner,https://www.zomato.com/pune/aapla-corner-talegaon,Talegaon,0,South Indian,150
Seemas Kitchen,https://www.zomato.com/pune/seemas-kitchen-fatima-nagar,Wanowrie Kondhwa Area,0,Fast Food,
Cafe Azaad-E-Hind,https://www.zomato.com/pune/cafe-azaad-e-hind-camp-area,Camp Area,0,"Street Food, Fast Food",150
Nawabi Biryanis And Kheema,https://www.zomato.com/pune/nawabi-biryanis-and-kheema-dhankawadi,Dhankawadi,3.1,"Biryani, Mughlai",
Angrez Biryani,https://www.zomato.com/pune/angrez-biryani-aundh,Aundh,0,"Biryani, North Indian, Maharashtrian",
Pooja Restaurant,https://www.zomato.com/pune/pooja-restaurant-bhosari,Bhosari,0,North Indian,250
Rudra Hotel,https://www.zomato.com/pune/rudra-hotel-wagholi,Wagholi,0,"North Indian, Chinese, Malwani, Hyderabadi",400
Hunger Cafe,https://www.zomato.com/pune/hunger-cafe-talegaon,Talegaon,0,"Chinese, Rolls",200
Shivshakti Chinese And Snacks Centre,https://www.zomato.com/pune/shivshakti-chinese-and-snacks-centre-yerawada,Yerawada,0,"Biryani, Chinese",400
Hotel Pm To Am,https://www.zomato.com/pune/hotel-pm-to-am-wakad,Wakad,0,Fast Food,
Eat-n-Dream,https://www.zomato.com/pune/eat-n-dream-wakad,Wakad,0,North Indian,
Bunk Cafe BC,https://www.zomato.com/pune/bunk-cafe-bc-pimple-gurav,Pimple Gurav,0,"Fast Food, Beverages",150
Param Panchwati Dining Hall,https://www.zomato.com/pune/param-panchwati-dining-hall-chakan,Chakan,0,Gujarati,200
Hotel Aditya,https://www.zomato.com/pune/hotel-aditya-wagholi,Wagholi,2.5,"North Indian, Chinese",400
Home Chef,https://www.zomato.com/pune/home-chef-katraj,Katraj,0,"North Indian, Fast Food, Street Food",200
S R Chinese,https://www.zomato.com/pune/s-r-chinese-katraj,Katraj,3.1,Chinese,250
Puneon,https://www.zomato.com/pune/puneon-baner,Baner,3.9,"Continental, Asian, Italian",700
Shahi Hotel,https://www.zomato.com/pune/shahi-hotel-parvati,Parvati,0,Maharashtrian,250
Swaraj Matnawal And Snacks Centre,https://www.zomato.com/pune/swaraj-matnawal-and-snacks-centre-erandwane,Erandwane,0,North Indian,400
Shree Babulnath Dairy And Snacks Center,https://www.zomato.com/pune/shree-babulnath-dairy-and-snacks-center-budhwar-peth,Budhwar Peth,0,Street Food,200
Atithi Snacks,https://www.zomato.com/pune/atithi-snacks-1-dhole-patil-road,Dhole Patil Road,0,"South Indian, North Indian, Maharashtrian",150
Mr. Kheema,https://www.zomato.com/pune/mr-kheema-nibm-road,NIBM Road,3,"Fast Food, Arabian",
Shukran,https://www.zomato.com/pune/shukran-mundhwa,KP and Kalyani,0,"Healthy Food, Salad",
Jalraj Da Dhaba,https://www.zomato.com/pune/jalraj-da-dhaba-koregaon-park,Koregaon Park,3.3,"North Indian, South Indian, Bengali, Beverages",300
Crowd 63,https://www.zomato.com/pune/crowd-63-hinjawadi,Hinjawadi,0,"North Indian, Chinese",1000
Seema Foods,https://www.zomato.com/pune/seema-foods-parvati,Parvati,0,Maharashtrian,150
Machineheads BBQ,https://www.zomato.com/pune/machineheads-bbq-wagholi,Wagholi,0,"Fast Food, Healthy Food",300
Renuka Kolhapuri,https://www.zomato.com/pune/renuka-kolhapuri-shivapur,Shivapur,0,"Malwani, North Indian",450
Two Spoons,https://www.zomato.com/pune/two-spoons-bhosari,Bhosari,0,"Chinese, North Indian",150
Shree Mahalaxmi Ice Creame Parlour,https://www.zomato.com/pune/shree-mahalaxmi-ice-creame-parlour-yerawada,Yerawada,0,Ice Cream,200
The Food Court,https://www.zomato.com/pune/the-food-court-wakad,Wakad,3.2,"Fast Food, Beverages",250
Charthankar Snacks Center,https://www.zomato.com/pune/charthankar-snacks-center-karve-nagar,Karve Nagar,0,Maharashtrian,100
Hotel Sonali,https://www.zomato.com/pune/hotel-sonali-1-bhosari,Bhosari,0,"North Indian, Chinese, Mughlai",600
Tulsi Snacks Centre,https://www.zomato.com/pune/tulsi-snacks-centre-shivaji-nagar,Shivaji Nagar,0,"Fast Food, Beverages",100
Cafe Coffee Tea,https://www.zomato.com/pune/cafe-coffee-tea-kondhwa,Kondhwa,0,"Fast Food, Cafe",400
Flo,https://www.zomato.com/pune/flo-kothrud,Kothrud,0,"Bakery, Desserts, Fast Food",200
Twarja Snacks Center,https://www.zomato.com/pune/twarja-snacks-center-kothrud,Kothrud,0,Fast Food,250
Om Sai Restaurant,https://www.zomato.com/pune/om-sai-restaurant-katraj,Katraj,0,North Indian,400
Shree Paripoorna Bhojnalay,https://www.zomato.com/pune/shree-paripoorna-bhojnalay-katraj,Katraj,0,"Maharashtrian, North Indian",250
Siddhidata,https://www.zomato.com/pune/siddhidata-sadashiv-peth,Sadashiv Peth,0,"North Indian, Chinese, Fast Food",250
Metro Snack Centre And Fast Food,https://www.zomato.com/pune/metro-snack-centre-and-fast-food-wanowrie,Wanowrie,0,Fast Food,100
The Chinese Stove,https://www.zomato.com/pune/the-chinese-stove-kharadi,Kharadi,0,"Chinese, North Indian",200
The Cake & Cream Factory,https://www.zomato.com/pune/the-cake-cream-factory-2-parvati,Parvati,0,Bakery,300
Shabnam Hotel,https://www.zomato.com/pune/shabnam-hotel-yerawada,Yerawada,2.9,"North Indian, Mughlai",250
Hotel Sai 24,https://www.zomato.com/pune/hotel-sai-24-sinhgad-road,Sinhgad Road,3.2,"Chinese, North Indian",250
Shree Krrishna Vadewale,https://www.zomato.com/pune/shree-krrishna-vadewale-kondhwa,Kondhwa,0,"Maharashtrian, South Indian",200
Hotel Chandrama,https://www.zomato.com/pune/hotel-chandrama-dhankawadi,Dhankawadi,0,Chinese,300
Arianne Kitchen,https://www.zomato.com/pune/arianne-kitchen-dhanori,Dhanori,3.1,"Chinese, North Indian",200
Hotel Rasoi,https://www.zomato.com/pune/hotel-rasoi-1-hinjawadi,Hinjawadi,0,North Indian,300
SA Ricewale Hungry Food,https://www.zomato.com/pune/sa-ricewale-hungry-food-chinchwad,Pimpri Chinchwad Area,0,Maharashtrian,200
Royal Garden,https://www.zomato.com/pune/royal-garden-bibvewadi,Bibvewadi,2.8,"Chinese, Fast Food",200
K G Mama,https://www.zomato.com/pune/k-g-mama-balewadi,Balewadi,0,"North Indian, Chinese",600
Tara's Kitchen,https://www.zomato.com/pune/taras-kitchen-bavdhan,Bavdhan,3.2,"North Indian, South Indian, Maharashtrian",
Mitesh Pavbhaji Center,https://www.zomato.com/pune/mitesh-pavbhaji-center-katraj,Katraj,0,Street Food,400
Hotel Indraprasth,https://www.zomato.com/pune/hotel-indraprasth-dhankawadi,Dhankawadi,0,North Indian,400
Kanifnath,https://www.zomato.com/pune/kanifnath-kondhwa,Kondhwa,0,"Fast Food, Beverages",150
Saoji Biryani House,https://www.zomato.com/pune/saoji-biryani-house-pimple-saudagar,Pimple Saudagar,0,Maharashtrian,
Royal Foods,https://www.zomato.com/pune/royal-foods-lohegaon,Lohegaon,3.2,"Chinese, North Indian",400
BOLLYWOOD KITCHEN,https://www.zomato.com/pune/bollywood-kitchen-bhosari,Bhosari,3,"North Indian, Chinese, Continental, South Indian",250
Walk N Roll Cafe,https://www.zomato.com/pune/walk-n-roll-cafe-pimple-gurav,Pimple Gurav,0,"Rolls, Fast Food",200
Idli Express,https://www.zomato.com/pune/idli-express-karve-nagar,Karve Nagar,0,"South Indian, Chinese",300
Foodies Multi Cuisine,https://www.zomato.com/pune/foodies-multi-cuisine-dhankawadi,Dhankawadi,3.4,"North Indian, Mughlai",
Nookkad,https://www.zomato.com/pune/nookkad-sus,Sus,3,"Street Food, Mithai",200
Vakratunda,https://www.zomato.com/pune/vakratunda-chinchwad,Chinchwad,3.5,Street Food,150
Let's Eat Shawarmas and Rolls,https://www.zomato.com/pune/lets-eat-shawarmas-and-rolls-pimple-gurav,Pimple Gurav,0,Fast Food,200
Z Plus Hotel And Caterers,https://www.zomato.com/pune/z-plus-hotel-and-caterers-kharadi,Kharadi,0,"Maharashtrian, Chinese",250
Shivneri Family Restaurant,https://www.zomato.com/pune/shivneri-family-restaurant-pimple-gurav,Pimple Gurav,3,"North Indian, Chinese",400
N S Cafe,https://www.zomato.com/pune/n-s-cafe-katraj,Katraj,3.5,Fast Food,150
Eatos Stuffed Stories,https://www.zomato.com/pune/eatos-stuffed-stories-pimple-saudagar,Pimple Saudagar,3.2,North Indian,300
Hotel Shubhangi,https://www.zomato.com/pune/hotel-shubhangi-aundh,Aundh,0,"North Indian, South Indian, Street Food",400
Ask Dosa Point,https://www.zomato.com/pune/ask-dosa-point-kondhwa,Kondhwa,0,South Indian,150
Cafe Saheeha,https://www.zomato.com/pune/cafe-saheeha-kondhwa,Kondhwa,0,Street Food,200
Tasty,https://www.zomato.com/pune/tasty-viman-nagar,Viman Nagar,0,Gujarati,150
Hotel Janai,https://www.zomato.com/pune/hotel-janai-koregaon-park,Koregaon Park,0,"North Indian, Maharashtrian",300
Coffee Zone,https://www.zomato.com/pune/coffee-zone-hadapsar,Hadapsar,3.5,Beverages,150
Home Made Chocolates,https://www.zomato.com/pune/home-made-chocolates-khadki,Khadki,0,Desserts,300
Hotel Jay Malhar,https://www.zomato.com/pune/hotel-jay-malhar-1-bavdhan,Bavdhan,3.2,"North Indian, Maharashtrian",400
Aahar Veg Court,https://www.zomato.com/pune/aahar-veg-court-bibvewadi,Bibvewadi,0,Maharashtrian,300
Grace Biryani House,https://www.zomato.com/pune/grace-biryani-house-expressway,Expressway,3,"South Indian, Biryani",500
New Reddy's Restaurant,https://www.zomato.com/pune/new-reddys-restaurant-vishrantwadi,Vishrantwadi,0,"North Indian, Chinese",400
Harsh Cake And Cream,https://www.zomato.com/pune/harsh-cake-and-cream-nibm-road,NIBM Road,0,Bakery,700
China Town,https://www.zomato.com/pune/china-town-pimple-gurav,Pimple Gurav,0,Chinese,300
Kavya Pav Bhaji,https://www.zomato.com/pune/kavya-pav-bhaji-kondhwa,Kondhwa,0,Street Food,
Hotel Swaad,https://www.zomato.com/pune/hotel-swaad-sinhgad-road,Sinhgad Road,0,"North Indian, Fast Food",250
Mauli,https://www.zomato.com/pune/mauli-hadapsar,Hadapsar,0,North Indian,200
Desai Biryani Center,https://www.zomato.com/pune/desai-biryani-center-karve-nagar,Karve Nagar,3,Biryani,200
AS Restaurant Chinese Fast Food,https://www.zomato.com/pune/as-restaurant-chinese-fast-food-chinchwad,Chinchwad,0,"Chinese, Lebanese, Biryani",400
R Samarth's Cafe,https://www.zomato.com/pune/r-samarths-cafe-balewadi,Balewadi,0,Street Food,250
Poonam Egg Plaza,https://www.zomato.com/pune/poonam-egg-plaza-pimpri,Pimpri,0,North Indian,150
Hotel Maratha Biryani House,https://www.zomato.com/pune/hotel-maratha-biryani-house-shivane,Shivane,0,"Maharashtrian, Biryani",400
Biryaninama,https://www.zomato.com/pune/biryaninama-2-hinjawadi,Pimpri Chinchwad Area,2.9,"Biryani, Hyderabadi, North Indian, Mughlai",
Cake World,https://www.zomato.com/pune/cake-world-lohegaon,Lohegaon,0,"Bakery, Desserts",200
Delight Dhaba & Cafe,https://www.zomato.com/pune/delight-dhaba-cafe-ravet,Ravet,0,"North Indian, Fast Food, Street Food",300
Maharani Veg & Nonveg,https://www.zomato.com/pune/maharani-veg-nonveg-viman-nagar,Viman Nagar,2.8,"North Indian, Chinese, South Indian",350
Shawarma Cafe,https://www.zomato.com/pune/shawarma-cafe-katraj,Katraj,3.3,"Lebanese, Fast Food",350
Cafe Abhi,https://www.zomato.com/pune/cafe-abhi-parvati,Parvati,0,Fast Food,300
Ziyafat Biryani,https://www.zomato.com/pune/ziyafat-biryani-kothrud,Kothrud,3.5,"Biryani, North Indian",350
East India Co.,https://www.zomato.com/pune/east-india-co-kharadi,Kharadi,0,"North Indian, Continental, Chinese",1200
Cafe Cheese And Ice,https://www.zomato.com/pune/cafe-cheese-and-ice-katraj,Katraj,3.3,"Desserts, Fast Food, Beverages",250
Rocky Chinese Corner,https://www.zomato.com/pune/rocky-chinese-corner-pimpri,Pimpri,3.1,Chinese,250
Hotel Shivani,https://www.zomato.com/pune/hotel-shivani-wadgaon-sheri,Wadgaon Sheri,0,Chinese,300
Tasty-The Taste Of Gujarat,https://www.zomato.com/pune/tasty-the-taste-of-gujarat-viman-nagar,Viman Nagar,0,Fast Food,200
Ziyafat Biryani,https://www.zomato.com/pune/ziyafat-biryani-bavdhan,Bavdhan,0,Biryani,300
Tirupati Dinning Hall,https://www.zomato.com/pune/tirupati-dinning-hall-pimple-gurav,Pimple Gurav,2.9,North Indian,400
Matoshri Dosa And Snacks Centre,https://www.zomato.com/pune/matoshri-dosa-and-snacks-centre-wagholi,Wagholi,2.7,"South Indian, Fast Food",300
Samrat Cafe,https://www.zomato.com/pune/samrat-cafe-wadgaon-sheri,Wadgaon Sheri,3.6,"North Indian, Street Food, South Indian, Chinese",450
Cafe Twilight,https://www.zomato.com/pune/cafe-twilight-kothrud,Kothrud,3.4,Cafe,300
Ignite Crunch & Cafe,https://www.zomato.com/pune/ignite-crunch-cafe-pimpri,Pimpri,2.9,Cafe,300
Dosa King,https://www.zomato.com/pune/dosa-king-dange-chowk,Dange Chowk,0,South Indian,150
The Shaukeens,https://www.zomato.com/pune/the-shaukeens-1-pune-solapur-road,Pune-Solapur Road,3.1,"North Indian, Chinese",400
New Goodluckk Cafe,https://www.zomato.com/pune/new-goodluckk-cafe-hinjawadi,Hinjawadi,3.5,Fast Food,150
Arya Snack Center,https://www.zomato.com/pune/arya-snack-center-katraj,Katraj,0,South Indian,100
Kaveri Upahar Gruh,https://www.zomato.com/pune/kaveri-upahar-gruh-katraj,Katraj,0,North Indian,200
चमMuch Misal & Pav Bhaji House,https://www.zomato.com/pune/much-misal-pav-bhaji-house-dhankawadi,Dhankawadi,0,Street Food,250
J's Catering Operations,https://www.zomato.com/pune/js-catering-operations-pimpri,Pimpri,3.3,Biryani,200
The Protein Room,https://www.zomato.com/pune/the-protein-room-shivaji-nagar,Shivaji Nagar,0,Healthy Food,400
Chinese Express,https://www.zomato.com/pune/chinese-express-karve-nagar,Karve Nagar,3.1,Chinese,300
Suprabhat Idli Point,https://www.zomato.com/pune/suprabhat-idli-point-wagholi,Wagholi,0,South Indian,200
The Royal Treat,https://www.zomato.com/pune/the-royal-treat-pimple-saudagar,Pimple Saudagar,3.3,North Indian,
Jeet Fast Food,https://www.zomato.com/pune/jeet-fast-food-kharadi,Kharadi,3.1,"North Indian, Chinese, Fast Food, Biryani",300
Swad Biryanis,https://www.zomato.com/pune/swad-biryanis-lohegaon,Lohegaon,0,"Biryani, Maharashtrian",500
FooDoZ,https://www.zomato.com/pune/foodoz-katraj,Katraj,3.1,"Gujarati, South Indian",
The Cake House,https://www.zomato.com/pune/the-cake-house-hinjawadi,Hinjawadi,0,"Bakery, Desserts",350
Hotel Sadhana,https://www.zomato.com/pune/hotel-sadhana-yerawada,Yerawada,3.1,"North Indian, Chinese, Mughlai",350
Mr. Biryani Specialist,https://www.zomato.com/pune/mr-biryani-specialist-katraj,Katraj,0,Biryani,
Ganesh Bhavan,https://www.zomato.com/pune/ganesh-bhavan-ghorpadi,Ghorpadi,0,"Mithai, Street Food",250
The Kabab & Curry,https://www.zomato.com/pune/the-kabab-curry-dhankawadi,Wanowrie Kondhwa Area,3.6,"BBQ, Kebab, Mughlai",
Hotel Shlok Chinese Center,https://www.zomato.com/pune/hotel-shlok-chinese-center-mulshi,Mulshi Road,0,Chinese,250
Power Parathe Wale,https://www.zomato.com/pune/power-parathe-wale-kharadi,KP and Kalyani,3.3,"North Indian, Sandwich",
Mighty Millets,https://www.zomato.com/pune/mighty-millets-swargate,Swargate,0,Healthy Food,
Sagar Sweets,https://www.zomato.com/pune/sagar-sweets-1-wadgaon-sheri,KP and Kalyani,2.9,"Bakery, Street Food, Mithai",250
Marwadi Jalebi Junction,https://www.zomato.com/pune/marwadi-jalebi-junction-warje,Warje,3,Mithai,150
Utkarsh Snacks Center,https://www.zomato.com/pune/utkarsh-snacks-center-narhe,Narhe,0,"Fast Food, South Indian",200
Monu's Diner,https://www.zomato.com/pune/monus-diner-dhole-patil-road,Dhole Patil Road,0,"Chinese, Street Food",400
The Sanghai Court,https://www.zomato.com/pune/the-sanghai-court-hinjawadi,Hinjawadi,0,"Chinese, North Indian",300
